Formula,Avg Voltage (V),Capacity (mAh/g),Energy Density (Wh/L),Gravimetric Energy (Wh/kg),Stability Charge (eV),Stability Discharge (eV),capacity_score,energy_score,voltage_score,stability_score,Overall Score,Rank,Supply Chain Score,Recyclability Score,CathodeAI Score,CathodeAI Rank,Solid State Score,SS Compatibility,CathodeAI Final Score,Final Rank,Cost per kWh ($/kWh),Cost Score,CathodeAI Economic Score,Economic Rank,Thermal Safety Score,Onset Temp (°C),CathodeAI Safety Score,Safety Rank,Estimated Cycles,Cycle Life Category,Cycle Life Score,CathodeAI Complete Score
Li0-3Cr2P5O16,3.081,150.1,1269.7,462.47,0.0165,0.0367,0.13492498674121547,0.13205215940693532,0.7,0.9932458167229515,0.4323337670158272,561,0.65,0.42500000000000004,0.5909848499347876,507,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6727878799478302,257,12.0,0.7333333333333334,0.6869929663829227,392,0.85,500,0.6954242432942058,271,1045,Good (1000-2000),0.42035398230088494,0.6842184574157714
Li0-1CuCO3,3.312,205.38,2428.7,680.28,0.1389,0.0923,0.1846162143698257,0.2525912259207874,0.7,0.9706472335779397,0.4775285064053836,429,0.5,0.675,0.649670213364895,274,1.0,['✅ Voltage within sulfide electrolyte window'],0.7197361706919161,258,12.0,0.7333333333333334,0.7305727207839979,202,0.75,400,0.7131354613522705,218,322,Poor (<500),0.12952534191472245,0.684019707111517
Li2-4Cr2P4H3O16,3.69,104.15,1062.2,384.36,0.0567,0.0335,0.09362050212590002,0.11047161039776852,1.0,0.9885483584287637,0.50482886241512,327,0.5,0.45,0.6137682101977255,421,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6910145681581804,259,12.0,0.7333333333333334,0.6962448899955507,347,0.85,500,0.7015942594519686,250,958,Moderate (500-1000),0.38535800482703136,0.6832353386735477
Li0-1LaTi2O6,3.682,79.39,1391.74,292.29,0.13,0.1182,0.07136372216778879,0.1447446423037002,1.0,0.9684889419292588,0.5065376645224461,317,0.5,0.45,0.6150418455985021,416,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Ti may cause interfacial resistance with sulfides']",0.6920334764788018,260,15.0,0.6666666666666667,0.6971364347760942,342,0.9,500,0.7006917740257679,253,1007,Good (1000-2000),0.40506838294448916,0.6831910086131421
Li0-1CrPO4,3.297,174.14,1644.65,574.19,0.1731,0.0234,0.15653455823527823,0.17104795145988516,0.7,0.9750526877078942,0.44670592815296917,515,0.65,0.42500000000000004,0.6016969699230836,468,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6813575759384669,261,12.0,0.7333333333333334,0.6944914503747298,359,0.85,500,0.7018515152871835,249,710,Moderate (500-1000),0.2855993563958166,0.6828367861146659
Li1-5Mn7O12,2.858,175.38,2180.55,501.23,0.07,0.0419,0.15764919503447283,0.2267829693587405,0.4,0.9857933626183887,0.3753161939589986,727,0.7,0.6,0.6047374775356053,461,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6837899820284842,262,8.0,0.8222222222222222,0.7058162342749236,302,0.65,300,0.6950647087435853,272,776,Moderate (500-1000),0.31214802896218824,0.6826983624381343
Li0-1Cu2P3O10,4.598,69.26,1150.52,318.46,0.038,0.0321,0.062257858638884646,0.11965712407723653,0.7,0.9911002209074982,0.4101266350190168,649,0.75,0.575,0.6369330272634572,328,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.6695464218107658,263,12.0,0.7333333333333334,0.691835261941563,371,0.9,550,0.7029931496914077,247,502,Moderate (500-1000),0.20193081255028159,0.6825213875925761
Li2-4CrO4,2.646,372.87,2542.1,986.58,0.0496,0.0178,0.33517308331910073,0.2643851259576044,0.4,0.9914430084046416,0.4318252598777528,564,0.65,0.55,0.6218558401654162,394,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6974846721323329,264,12.0,0.7333333333333334,0.7117276595443627,272,0.7,350,0.698946837432583,259,778,Moderate (500-1000),0.31295253419147223,0.6824088801256151
Li0-1CrPO4,3.457,174.14,1923.84,601.97,0.2232,0.0436,0.15653455823527823,0.20008445014841178,0.7,0.9661275169489374,0.45407810214568367,482,0.65,0.42500000000000004,0.6071917324456431,447,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6857533859565144,265,12.0,0.7333333333333334,0.6983377841405215,338,0.85,500,0.7051483728007191,244,545,Moderate (500-1000),0.21922767497988738,0.6822655833051492
Li0-4Mn3VO8,2.927,288.56,3389.12,844.49,0.113,0.1365,0.25938676998031407,0.35247744702625233,0.4,0.9683238960973009,0.43583851101754933,549,0.55,0.6499999999999999,0.6248470693439956,379,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling']",0.6998776554751966,266,8.0,0.8222222222222222,0.7138215199693684,265,0.7,300,0.7046304638286195,245,501,Moderate (500-1000),0.2015285599356396,0.682222184891002
Li0-1Ti(PO3)4,2.704,72.3,521.91,195.47,0.0389,0.0684,0.06499051659820039,0.05428002088373128,0.4,0.9863773709468553,0.3004882410566978,808,0.8,0.35,0.5114653495779999,758,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Ti may cause interfacial resistance with sulfides']",0.6091722796624,267,15.0,0.6666666666666667,0.6189186018474572,700,1.0,650,0.6635458764134666,418,2042,Excellent (≥2000),0.8213998390989542,0.6822193334106144
Li1-2Cu(PO3)4,4.701,68.14,884.01,320.35,0.0028,0.0151,0.061251089917031466,0.09193937893780019,0.7,0.9977274458522712,0.40255370303843857,670,0.75,0.575,0.6312886321536979,349,0.8,['❌ Voltage exceeds sulfide electrolyte window'],0.6650309057229583,268,12.0,0.7333333333333334,0.6843127567933028,395,0.9,550,0.6996065126255521,256,564,Moderate (500-1000),0.22687047465808527,0.6809461731430866
Li2-4MnCr3O8,3.301,146.18,1977.64,482.49,0.1238,0.0294,0.1314012962147294,0.20567979249392107,0.7,0.9805499834954168,0.45163675932617114,489,0.65,0.575,0.6428721065059089,301,0.9000000000000002,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.694297685204727,269,8.0,0.8222222222222222,0.7120640459827076,270,0.65,300,0.7004454861257674,254,693,Moderate (500-1000),0.27876106194690264,0.6807213285725217
Li0-1P2WO8,3.732,70.4,959.43,262.69,0.0071,0.0483,0.06328260537362805,0.09978325848609589,1.0,0.9929665083919458,0.4947006051480276,367,0.5,0.44999999999999996,0.6062192336671854,456,1.0,['✅ Voltage within sulfide electrolyte window'],0.6849753869337483,270,20.0,0.5555555555555556,0.6659606064241725,493,1.0,600,0.6942870957558668,279,1155,Good (1000-2000),0.4646017699115044,0.6806452608847234
Li0-2TiCrO4,2.507,301.58,2990.5,756.2,0.0714,0.08,0.2710904563718572,0.3110199123465701,0.4,0.9807785084935124,0.4281953640709622,571,0.65,0.47500000000000003,0.6004003403413941,474,0.9000000000000002,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6603202722731154,271,15.0,0.6666666666666667,0.6798338096675474,417,0.9,500,0.6844068708715031,311,1394,Good (1000-2000),0.5607401448109413,0.6805288440779107
Li0-1MnP2O7,4.439,113.65,1459.94,504.52,0.0117,0.0056,0.10216005824876177,0.15183762274912274,1.0,0.9978036208516365,0.5207618445146727,264,0.7,0.44999999999999996,0.6756436695940651,164,0.65,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.670514935675252,272,8.0,0.8222222222222222,0.6992005687158455,334,0.8,450,0.7001084239786612,255,941,Moderate (500-1000),0.37851971037811744,0.6802200425381606
Li0-1P2WO8,3.609,70.4,951.47,254.08,0.0051,0.0567,0.06328260537362805,0.09895539742531051,1.0,0.9921539750653835,0.49433036683080767,368,0.5,0.44999999999999996,0.6059432809249026,457,1.0,['✅ Voltage within sulfide electrolyte window'],0.6847546247399221,273,20.0,0.5555555555555556,0.6657674395045746,494,1.0,600,0.6941215241104971,280,1139,Good (1000-2000),0.4581657280772325,0.6801854824218685
Li0-2P5WO15,4.295,90.46,1197.7,388.47,0.0737,0.0302,0.081314552302534,0.12456396890736901,1.0,0.9868090292765914,0.505719183139333,321,0.5,0.44999999999999996,0.6144318001988971,417,1.0,['⚠️ Voltage near sulfide electrolyte limit'],0.6915454401591177,274,20.0,0.5555555555555556,0.6859951172820852,394,1.0,600,0.6992146356748938,258,926,Moderate (500-1000),0.37248592115848755,0.6801457517129285
Li0-4Mn5V(PO4)6,3.325,116.12,1223.41,386.13,0.0382,0.0813,0.10438034284070581,0.12723787693158917,0.7,0.984828479293096,0.42199072068361754,588,0.55,0.5333333333333333,0.5853591162532233,531,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling']",0.6682872930025787,275,8.0,0.8222222222222222,0.6796918575677325,418,0.8,450,0.6909376919741563,287,989,Moderate (500-1000),0.39782783588093323,0.6793765054762138
Li0-1MoPO5,3.015,125.33,1430.16,377.84,0.0,0.0393,0.11265921777665915,0.14874042395638548,0.7,0.9950105375415789,0.43203851226231726,563,0.6,0.475,0.5907647853031339,509,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mo associated with volume change during cycling']",0.6726118282425071,276,20.0,0.5555555555555556,0.6654103497121937,497,0.97,570,0.6870144267374358,304,1197,Good (1000-2000),0.48149637972646825,0.6788877671934459
Li4-7Ti11O24,2.524,83.83,749.16,211.6,0.0599,0.0,0.07535484102942101,0.07791462214798744,0.4,0.9923951958967067,0.3110723762862575,793,0.8,0.4,0.5318541093455473,726,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Ti may cause interfacial resistance with sulfides']",0.6254832874764379,277,15.0,0.6666666666666667,0.6380121622561689,639,0.9,500,0.665779132273995,401,1760,Good (1000-2000),0.7079646017699115,0.6779919514279358
Li0-4Mn5Cr(PO4)6,3.46,115.99,1283.65,401.33,0.0396,0.0731,0.10426348575691928,0.1335029963162263,0.7,0.9856917959525684,0.42397053972698295,579,0.65,0.48333333333333334,0.5993347509156288,478,0.9000000000000002,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6594678007325032,278,8.0,0.8222222222222222,0.6792962304028449,421,0.8,450,0.6893230727715995,292,1006,Good (1000-2000),0.40466613032984716,0.6779562375298622
Li0-1P4WO12,3.508,52.9,688.05,185.54,0.0153,0.0087,0.04755184409467221,0.07155902046148054,1.0,0.9969530000253917,0.482898617165921,407,0.5,0.44999999999999996,0.5974227617825199,485,1.0,['✅ Voltage within sulfide electrolyte window'],0.6779382094260158,279,20.0,0.5555555555555556,0.6562316475334781,547,1.0,600,0.6890092126250674,293,1237,Good (1000-2000),0.497586484312148,0.6778962606624228
Li0-2Cr5O12,3.306,115.06,1137.96,380.36,0.0,0.0753,0.10342750815752334,0.11835085084564552,0.7,0.9904400375796664,0.4199281379300244,600,0.65,0.55,0.6129884613068459,427,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.6903907690454769,280,12.0,0.7333333333333334,0.6983776372005065,337,0.7,350,0.693626410117441,282,764,Moderate (500-1000),0.3073209975864843,0.6776936138660805
Li0-1P4WO12,3.57,52.9,596.88,188.84,0.0098,0.0,0.04755184409467221,0.062077099241404705,1.0,0.9987558083437016,0.4803244620476447,416,0.5,0.44999999999999996,0.5955041457697754,491,1.0,['✅ Voltage within sulfide electrolyte window'],0.6764033166158203,281,20.0,0.5555555555555556,0.6513171877531285,576,1.0,600,0.6878580430174208,298,1274,Good (1000-2000),0.5124698310539019,0.6776811199931384
Li0-3Mn3TeO8,3.196,182.23,2522.09,582.42,0.0748,0.0506,0.1638066644493784,0.2623040330145999,0.7,0.9840794251326714,0.4772547897866253,432,0.5,0.55,0.6182162019267439,402,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6945729615413951,282,8.0,0.8222222222222222,0.7054299127772921,306,0.7,300,0.6981519433782685,264,749,Moderate (500-1000),0.3012872083668544,0.6776446836039368
Li0-1P4WO12,3.64,52.9,687.03,192.57,0.0258,0.0112,0.04755184409467221,0.07145293776273669,1.0,0.9953025417058121,0.48261922360836085,409,0.5,0.44999999999999996,0.5972145191053064,486,1.0,['✅ Voltage within sulfide electrolyte window'],0.677771615284245,283,20.0,0.5555555555555556,0.6560858776594287,549,1.0,600,0.6888842670187394,294,1203,Good (1000-2000),0.48390989541432017,0.6771083098789248
Li0-3Mo3(PO4)4,3.349,116.78,1462.63,391.08,0.0459,0.0183,0.10497361726608358,0.15211738986639822,0.7,0.9918492750679228,0.4306560125366288,568,0.6,0.475,0.5897343555157104,514,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mo associated with volume change during cycling']",0.6717874844125682,284,20.0,0.5555555555555556,0.6539747631467115,561,0.97,570,0.6863961688649818,306,1133,Good (1000-2000),0.4557522123893805,0.6770853439328797
Li0-1Mn2P3O10,4.387,72.49,1035.11,318.02,0.0302,0.0,0.06516130772065763,0.10765417872230669,1.0,0.9961658583652845,0.4980114593016491,358,0.7,0.44999999999999996,0.658686939575776,233,0.65,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6569495516606207,285,8.0,0.8222222222222222,0.6837594291316146,403,0.85,450,0.6949343859676878,273,916,Moderate (500-1000),0.3684633950120676,0.6762388617607136
Li2-3Mn(PO4)2,4.476,100.87,1373.61,451.47,0.0416,0.0169,0.09067210801190145,0.14285907433485107,1.0,0.9925729375618921,0.5144116899377145,291,0.7,0.44999999999999996,0.6709106571317422,175,0.65,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6667285257053939,286,8.0,0.8222222222222222,0.692316031420791,368,0.8,450,0.6972686165012676,266,860,Moderate (500-1000),0.34593724859211583,0.6762244132176992
Li4-8Ti15O32,2.685,83.4,791.1,223.88,0.0862,0.011,0.07496831375228097,0.08227649311398483,0.4,0.9876596501028363,0.31157397388769115,792,0.8,0.4,0.5322279691736641,725,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Ti may cause interfacial resistance with sulfides']",0.6257823753389313,287,15.0,0.6666666666666667,0.6382738641358506,638,0.9,500,0.6660034481708651,399,1611,Good (1000-2000),0.6480289621882542,0.6751820993629114
Li0-1Mn(PO3)3,4.328,89.7,1152.32,388.21,0.0107,0.0005,0.08063138781270507,0.11984432883972568,1.0,0.9985780666785161,0.5058978556068714,320,0.7,0.44999999999999996,0.664564971605244,205,0.65,"['❌ Voltage exceeds sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6616519772841951,288,8.0,0.8222222222222222,0.6878740515522421,390,0.8,450,0.6934612051853686,283,953,Moderate (500-1000),0.3833467417538214,0.6749220451125353
Li1-3MnVP2(HO5)2,3.324,152.86,1491.31,508.16,0.0642,0.0455,0.13740595252006796,0.15510018574872544,0.7,0.9860726709493944,0.4387924444970438,539,0.5,0.525,0.5832987486577639,536,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ V associated with volume change during cycling']",0.6666389989262111,289,8.0,0.8222222222222222,0.6732198383461491,460,0.8,450,0.6872014714168806,302,1014,Good (1000-2000),0.40788415124698313,0.6748908041134534
Li4-6Ti9O20,2.759,67.64,649.76,186.64,0.0648,0.0031,0.06080163959477559,0.06757675915275285,0.4,0.9913795292385039,0.30418036703029533,802,0.8,0.4,0.5267172319194016,735,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Ti may cause interfacial resistance with sulfides']",0.6213737855355213,290,15.0,0.6666666666666667,0.6308449194864383,666,0.9,500,0.6626970058183076,424,1728,Good (1000-2000),0.6950925181013676,0.6747799085314358
Li0-4TiMn3(PO4)4,2.607,172.82,1488.69,450.6,0.0219,0.0807,0.15534800938452273,0.15482769881665792,0.4,0.9869740751085494,0.35333142325741046,755,0.7,0.43333333333333335,0.5466847225539408,687,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides', '⚠️ Ti may cause interfacial resistance with sulfides']",0.6373477780431527,291,8.0,0.8222222222222222,0.6574412105496633,541,0.85,450,0.6802330557545867,321,1033,Good (1000-2000),0.415526950925181,0.674674264378785
Li0-0.5MoO2,3.176,101.98,1565.91,323.86,0.229,0.0139,0.0916698877273095,0.16285878312744279,0.7,0.9691618210903181,0.4271493800336079,574,0.6,0.65,0.6308707285344387,351,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mo associated with volume change during cycling']",0.7046965828275509,292,20.0,0.5555555555555556,0.6907166528312499,377,0.82,420,0.6960779926762188,268,514,Moderate (500-1000),0.2067578439259855,0.6745788120190742
Li2.25-3Cr(BO3)2,3.916,105.55,1113.84,413.36,0.0841,0.0362,0.09487896302821648,0.11584230702829079,1.0,0.9847269126272757,0.5061814697596327,318,0.5,0.525,0.633526360053075,338,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Cr may cause interfacial resistance with sulfides', '⚠️ Cr associated with volume change during cycling']",0.7068210880424601,293,12.0,0.7333333333333334,0.7083791663228668,282,0.7,350,0.6984491493651783,261,683,Moderate (500-1000),0.2747385358004827,0.674458440149895
Li0-1P2WO7,3.906,73.48,1287.82,287.01,0.1818,0.0471,0.06605121935872428,0.13393668734932618,1.0,0.9709392377421731,0.5023346967058049,337,0.5,0.44999999999999996,0.611909213343047,433,1.0,['✅ Voltage within sulfide electrolyte window'],0.6895273706744376,294,20.0,0.5555555555555556,0.677086449340133,438,1.0,600,0.6977010835613838,265,704,Moderate (500-1000),0.2831858407079646,0.6744194542624774
Li0.5-0.75MnBO3,3.536,56.33,625.07,199.16,0.0766,0.0368,0.050635073305347555,0.06500893382727657,1.0,0.9856029251199756,0.48000188724251613,419,0.5,0.55,0.6202637184614003,399,1.0,"['✅ Voltage within sulfide electrolyte window', '⚠️ Mn may cause interfacial resistance with sulfides']",0.6962109747691203,295,8.0,0.8222222222222222,0.6961488886372659,348,0.65,300,0.6943804532990623,276,773,Moderate (500-1000),0.31094127111826225,0.6741511450088354
